name,month_and_day,segment,call,current_price,date,symbol
Thor Industries (THO),09/25,D,buy,93.21,2020-09-25,THO
Thermo Fisher Scientific (TMO),09/25,L,buy,422.29,2020-09-25,TMO
Ping Identity (PING),09/25,L,buy,30.24,2020-09-25,PING
Constellation Brands (STZ),09/25,D,positive,181.82,2020-09-25,STZ
Pepsico (PEP),09/25,D,positive,133.55,2020-09-25,PEP
Micron Technology (MU),09/25,D,negative,49.14,2020-09-25,MU
Illumina (ILMN),09/25,L,sell,299.89,2020-09-25,ILMN
General Electric (GE),09/25,L,negative,6.11,2020-09-25,GE
8x8 (EGHT),09/25,F,sell,15.28,2020-09-25,EGHT
Danaher (DHR),09/25,L,buy,207.16,2020-09-25,DHR
Costco (COST),09/25,F,buy,342.58,2020-09-25,COST
ConAgra Foods (CAG),09/25,D,negative,35.12,2020-09-25,CAG
Brunswick (BC),09/25,I,buy,58.81,2020-09-25,BC
Bed Bath & Beyond (BBBY),09/25,D,negative,14.53,2020-09-25,BBBY
Boeing (BA),09/25,L,positive,156.03,2020-09-25,BA
Nikola (NKLA),09/25,D,sell,19.46,2020-09-25,NKLA
Lowe's (LOW),10/05,D,buy,168.54,2020-10-05,LOW
Slack (WORK),10/05,I,buy,28.28,2020-10-05,WORK
Walmart (WMT),10/05,D,buy,141.8,2020-10-05,WMT
Target (TGT),10/05,D,buy,161.49,2020-10-05,TGT
Regeneron Pharmaceuticals (REGN),10/05,D,positive,605.08,2020-10-05,REGN
Carmax (KMX),10/05,D,positive,97.91,2020-10-05,KMX
Ford Motor (F),10/05,D,buy,7.02,2020-10-05,F
Home Depot (HD),10/05,D,buy,282.1,2020-10-05,HD
Costco (COST),10/05,D,buy,358.58,2020-10-05,COST
Bristol-Myers Squibb (BMY),10/05,I,buy,59.2,2020-10-05,BMY
Best Buy (BBY),10/05,D,buy,116.07,2020-10-05,BBY
Bed Bath & Beyond (BBBY),10/05,D,buy,20.49,2020-10-05,BBBY
AutoNation (AN),10/05,D,positive,59.47,2020-10-05,AN
Lowe's (LOW),10/06,D,buy,164.99,2020-10-06,LOW
Cloudflare (NET),10/06,I,buy,42.23,2020-10-06,NET
Paychex (PAYX),10/06,I,buy,79.43,2020-10-06,PAYX
Pepsico (PEP),10/06,D,buy,135.7,2020-10-06,PEP
Home Depot (HD),10/06,D,buy,276.47,2020-10-06,HD
RadNet (RDNT),10/06,L,negative,15.69,2020-10-06,RDNT
Johnson & Johnson (JNJ),10/06,D,buy,146.26,2020-10-06,JNJ
Sea Limited (SE),10/06,L,negative,163.44,2020-10-06,SE
Target (TGT),10/06,D,buy,158.41,2020-10-06,TGT
Peloton (PTON),10/06,D,buy,111.31,2020-10-06,PTON
Regeneron Pharmaceuticals (REGN),10/06,D,buy,581.64,2020-10-06,REGN
Generac Holdings (GNRC),10/06,I,buy,207.37,2020-10-06,GNRC
Walmart (WMT),10/06,D,buy,140.63,2020-10-06,WMT
GoodRX (GDRX),10/06,L,negative,57.16,2020-10-06,GDRX
Ford Motor (F),10/06,D,buy,6.98,2020-10-06,F
Darden Restaurants (DRI),10/06,D,buy,101.25,2020-10-06,DRI
Carvana (CVNA),10/06,D,buy,214.65,2020-10-06,CVNA
Costco (COST),10/06,D,buy,358.35,2020-10-06,COST
ConAgra Foods (CAG),10/06,D,buy,36.85,2020-10-06,CAG
Blink Charging (BLNK),10/06,L,sell,10.8,2020-10-06,BLNK
AutoNation (AN),10/06,D,buy,59.03,2020-10-06,AN
Barrick Gold (GOLD),10/06,L,buy,27.06,2020-10-06,GOLD
Sunrun (RUN),10/07,L,buy,78.05,2020-10-07,RUN
K12 (LRN),10/07,L,buy,29.83,2020-10-07,LRN
WW International (WW),10/07,L,sell,22.69,2020-10-07,WW
Tanger Factory Outlet Cen (SKT),10/07,L,sell,6.37,2020-10-07,SKT
Levi's (LEVI),10/07,I,buy,15.49,2020-10-07,LEVI
Exact Sciences (EXAS),10/07,I,buy,108.43,2020-10-07,EXAS
Barrick Gold (GOLD),10/07,L,buy,26.95,2020-10-07,GOLD
Apple (AAPL),10/07,F,buy,115.08,2020-10-07,AAPL
Alteryx (AYX),10/07,L,buy,143.68,2020-10-07,AYX
Kinross Gold (KGC),10/07,L,negative,8.43,2020-10-07,KGC
Facebook (FB),10/07,F,buy,258.12,2020-10-07,FB
Best Buy (BBY),10/08,D,buy,114.92,2020-10-08,BBY
Boeing (BA),10/08,L,buy,168.0,2020-10-08,BA
Akamai Technologies (AKAM),10/08,L,buy,111.08,2020-10-08,AKAM
Herman Miller (MLHR),10/08,D,buy,31.7,2020-10-08,MLHR
Domino's Pizza (DPZ),10/08,I,buy,401.01,2020-10-08,DPZ
Home Depot (HD),10/08,D,buy,284.52,2020-10-08,HD
Lennar (LEN),10/08,D,buy,84.01,2020-10-08,LEN
Levi's (LEVI),10/08,D,buy,15.56,2020-10-08,LEVI
Limelight Networks (LLNW),10/08,L,sell,5.92,2020-10-08,LLNW
McDonald's (MCD),10/08,D,buy,225.8,2020-10-08,MCD
Salesforce.com (CRM),10/08,D,buy,260.22,2020-10-08,CRM
Marvell Technology (MRVL),10/08,I,buy,42.75,2020-10-08,MRVL
Chevron (CVX),10/08,D,positive,75.22,2020-10-08,CVX
Nikola (NKLA),10/08,D,sell,25.0,2020-10-08,NKLA
Netflix (NFLX),10/08,D,buy,531.79,2020-10-08,NFLX
Tesla (TSLA),10/08,D,buy,425.92,2020-10-08,TSLA
Union Pacific (UNP),10/08,D,buy,203.78,2020-10-08,UNP
Wendy's (WEN),10/08,D,buy,23.79,2020-10-08,WEN
CRISPR Therapeutics (CRSP),10/08,L,buy,95.39,2020-10-08,CRSP
Stanley Black & Decker (SWK),10/08,D,buy,173.59,2020-10-08,SWK
Toll Brothers (TOL),10/08,D,buy,49.23,2020-10-08,TOL
Spartan Energy Acquisitio (SPAQ),10/08,F,negative,13.94,2020-10-08,SPAQ
Zoom Video Communications (ZM),10/08,D,buy,478.55,2020-10-08,ZM
Roku (ROKU),10/08,D,buy,223.84,2020-10-08,ROKU
Parsley Energy (PE),10/08,D,positive,10.28,2020-10-08,PE
Norfolk Southern (NSC),10/08,D,buy,216.39,2020-10-08,NSC
Virgin Galactic (SPCE),10/08,L,sell,22.09,2020-10-08,SPCE
Roku (ROKU),10/09,D,buy,223.95,2020-10-09,ROKU
AT&T (T),10/09,L,sell,28.32,2020-10-09,T
Thor Industries (THO),10/09,D,buy,96.59,2020-10-09,THO
Trane Technologies (TT),10/09,L,buy,129.12,2020-10-09,TT
Take-Two Interactive (TTWO),10/09,D,buy,161.64,2020-10-09,TTWO
VF Corp (VFC),10/09,D,negative,77.61,2020-10-09,VFC
Verizon (VZ),10/09,L,buy,59.33,2020-10-09,VZ
Walgreens Boots Alliance (WBA),10/09,D,positive,36.34,2020-10-09,WBA
Wells Fargo (WFC),10/09,D,negative,25.3,2020-10-09,WFC
Peloton (PTON),10/09,D,buy,123.02,2020-10-09,PTON
Zoom Video Communications (ZM),10/09,D,buy,492.41,2020-10-09,ZM
United Parcel Service (UPS),10/09,D,buy,174.69,2020-10-09,UPS
Plug Power (PLUG),10/09,F,buy,18.43,2020-10-09,PLUG
Lululemon Athletica (LULU),10/09,D,buy,346.46,2020-10-09,LULU
Nokia (NOK),10/09,L,sell,4.03,2020-10-09,NOK
Advanced Micro Devices (AMD),10/09,D,buy,83.1,2020-10-09,AMD
Bank of America (BAC),10/09,D,positive,25.36,2020-10-09,BAC
Citigroup (C),10/09,D,positive,44.93,2020-10-09,C
Costco (COST),10/09,D,buy,369.46,2020-10-09,COST
Elanco Animal Health (ELAN),10/09,L,buy,33.1,2020-10-09,ELAN
Etsy (ETSY),10/09,D,buy,146.67,2020-10-09,ETSY
FedEx (FDX),10/09,D,buy,271.55,2020-10-09,FDX
Guardant Health (GH),10/09,L,buy,108.19,2020-10-09,GH
Illumina (ILMN),10/09,L,buy,339.04,2020-10-09,ILMN
Johnson & Johnson (JNJ),10/09,D,positive,150.97,2020-10-09,JNJ
JPMorgan Chase (JPM),10/09,D,positive,101.2,2020-10-09,JPM
Levi's (LEVI),10/09,D,buy,15.21,2020-10-09,LEVI
Linde (LIN),10/09,F,buy,239.94,2020-10-09,LIN
Morgan Stanley (MS),10/09,D,buy,48.83,2020-10-09,MS
Ncino (NCNO),10/09,L,buy,79.86,2020-10-09,NCNO
Okta (OKTA),10/09,I,buy,236.45,2020-10-09,OKTA
Equinix (EQIX),10/09,L,buy,829.35,2020-10-09,EQIX
Energy Transfer (ET),10/12,L,sell,6.05,2020-10-12,ET
Twitter (TWTR),10/12,D,buy,48.25,2020-10-12,TWTR
Apple (AAPL),10/12,D,buy,124.4,2020-10-12,AAPL
American Eagle Outfitters (AEO),10/12,F,buy,15.01,2020-10-12,AEO
AGCO (AGCO),10/12,D,buy,80.61,2020-10-12,AGCO
CBRL Group (CBRL),10/12,L,positive,117.77,2020-10-12,CBRL
Wingstop (WING),10/12,L,positive,131.95,2020-10-12,WING
Deere & Company (DE),10/12,D,buy,236.52,2020-10-12,DE
EOG Resources (EOG),10/12,L,positive,38.21,2020-10-12,EOG
Ford Motor (F),10/12,D,buy,7.67,2020-10-12,F
Facebook (FB),10/12,D,positive,275.75,2020-10-12,FB
Corteva Agriscienses (CTVA),10/12,D,buy,33.59,2020-10-12,CTVA
Gap (GPS),10/12,F,buy,19.28,2020-10-12,GPS
JinkoSolar (JKS),10/12,L,sell,59.4,2020-10-12,JKS
L Brands (LB),10/12,F,buy,32.05,2020-10-12,LB
Mosaic (MOS),10/12,D,buy,19.34,2020-10-12,MOS
Pepsico (PEP),10/12,D,buy,142.13,2020-10-12,PEP
Papa Johns Pizza (PZZA),10/12,L,buy,80.14,2020-10-12,PZZA
SmileDirectClub (SDC),10/12,L,buy,12.51,2020-10-12,SDC
Sports Entertainment Acqu (SEAH.U),10/12,I,buy,10.17,2020-10-12,SEAH.U
General Electric (GE),10/12,D,positive,6.83,2020-10-12,GE
Peloton (PTON),10/13,D,buy,130.97,2020-10-13,PTON
PayPal (PYPL),10/13,D,buy,207.74,2020-10-13,PYPL
Quidel (QDEL),10/13,L,positive,274.7,2020-10-13,QDEL
Royal Caribbean Cruises (RCL),10/13,F,positive,60.61,2020-10-13,RCL
Vertiv (VRT),10/13,L,buy,17.93,2020-10-13,VRT
Square (SQ),10/13,D,buy,190.47,2020-10-13,SQ
Thermo Fisher Scientific (TMO),10/13,L,buy,467.53,2020-10-13,TMO
Pure Storage (PSTG),10/13,L,sell,18.3,2020-10-13,PSTG
Roku (ROKU),10/13,D,buy,238.58,2020-10-13,ROKU
Owens & Minor (OMI),10/13,L,buy,25.62,2020-10-13,OMI
Citigroup (C),10/13,D,negative,43.68,2020-10-13,C
Norwegian Cruise Line (NCLH),10/13,F,negative,16.59,2020-10-13,NCLH
NVIDIA (NVDA),10/13,L,buy,569.93,2020-10-13,NVDA
Carnival (CCL),10/13,F,positive,14.03,2020-10-13,CCL
Celsius Holdings (CELH),10/13,I,buy,22.88,2020-10-13,CELH
Apple (AAPL),10/13,D,buy,121.1,2020-10-13,AAPL
DocuSign (DOCU),10/13,D,buy,238.21,2020-10-13,DOCU
Inseego (INSG),10/13,L,buy,10.26,2020-10-13,INSG
JPMorgan Chase (JPM),10/13,D,negative,100.78,2020-10-13,JPM
Danaher (DHR),10/13,L,buy,225.62,2020-10-13,DHR
Microsoft (MSFT),10/14,D,positive,220.86,2020-10-14,MSFT
Zix (ZIXI),10/14,L,negative,6.65,2020-10-14,ZIXI
VMware (VMW),10/14,I,buy,155.66,2020-10-14,VMW
TJX Companies (TJX),10/14,L,negative,57.41,2020-10-14,TJX
Snowflake (SNOW),10/14,L,positive,243.18,2020-10-14,SNOW
Starbucks (SBUX),10/14,D,positive,89.31,2020-10-14,SBUX
NVIDIA (NVDA),10/14,D,positive,563.81,2020-10-14,NVDA
Nike (NKE),10/14,D,positive,127.66,2020-10-14,NKE
Medtronic (MDT),10/14,I,buy,107.56,2020-10-14,MDT
Mastercard (MA),10/14,D,positive,342.7,2020-10-14,MA
IBM (IBM),10/14,L,buy,125.94,2020-10-14,IBM
Broadcom (AVGO),10/14,D,positive,380.3,2020-10-14,AVGO
Boeing (BA),10/14,D,positive,163.24,2020-10-14,BA
Walt Disney (DIS),10/14,D,positive,126.59,2020-10-14,DIS
Apple (AAPL),10/14,D,positive,121.19,2020-10-14,AAPL
Fastly (FSLY),10/14,F,buy,123.18,2020-10-14,FSLY
Goldman Sachs (GS),10/14,D,positive,211.23,2020-10-14,GS
GW Pharmaceuticals (GWPH),10/14,L,positive,96.59,2020-10-14,GWPH
DraftKings (DKNG),10/14,L,positive,47.56,2020-10-14,DKNG
Nio (NIO),10/15,L,negative,28.07,2020-10-15,NIO
Zoom Video Communications (ZM),10/15,D,buy,536.4,2020-10-15,ZM
WestRock (WRK),10/15,D,buy,39.64,2020-10-15,WRK
Wells Fargo (WFC),10/15,D,sell,22.95,2020-10-15,WFC
Sorrento Therapeutics (SRNE),10/15,I,positive,10.39,2020-10-15,SRNE
SolarEdge Technologies (SEDG),10/15,L,buy,302.5,2020-10-15,SEDG
Sunrun (RUN),10/15,L,buy,64.21,2020-10-15,RUN
Peloton (PTON),10/15,D,buy,136.43,2020-10-15,PTON
Morgan Stanley (MS),10/15,F,buy,51.33,2020-10-15,MS
Citigroup (C),10/15,D,sell,43.61,2020-10-15,C
Lennar (LEN),10/15,D,buy,84.68,2020-10-15,LEN
JPMorgan Chase (JPM),10/15,D,positive,101.72,2020-10-15,JPM
Hyliion (HYLN),10/15,F,positive,28.27,2020-10-15,HYLN
Goldman Sachs (GS),10/15,F,buy,208.6,2020-10-15,GS
Darden Restaurants (DRI),10/15,D,buy,100.13,2020-10-15,DRI
Crown Castle (CCI),10/15,L,buy,168.14,2020-10-15,CCI
Bank of America (BAC),10/15,D,positive,24.15,2020-10-15,BAC
McDonald's (MCD),10/15,D,buy,229.64,2020-10-15,MCD
Nano-X Imaging (NNOX),10/19,F,negative,33.2,2020-10-19,NNOX
Nucor (NUE),10/19,D,buy,48.97,2020-10-19,NUE
Okta (OKTA),10/19,D,buy,242.09,2020-10-19,OKTA
PayPal (PYPL),10/19,D,buy,200.06,2020-10-19,PYPL
Roku (ROKU),10/19,D,buy,222.14,2020-10-19,ROKU
Snowflake (SNOW),10/19,D,buy,246.78,2020-10-19,SNOW
Tesla (TSLA),10/19,D,buy,430.83,2020-10-19,TSLA
Teva Pharmaceuticals (TEVA),10/19,L,sell,9.29,2020-10-19,TEVA
Thermo Fisher Scientific (TMO),10/19,L,buy,461.29,2020-10-19,TMO
Zoom Video Communications (ZM),10/19,D,buy,568.34,2020-10-19,ZM
Zuora (ZUO),10/19,L,negative,10.9,2020-10-19,ZUO
Netflix (NFLX),10/19,D,buy,530.72,2020-10-19,NFLX
Square (SQ),10/19,D,buy,186.96,2020-10-19,SQ
Ncino (NCNO),10/19,D,negative,79.89,2020-10-19,NCNO
Peloton (PTON),10/19,D,buy,133.01,2020-10-19,PTON
Ingersoll-Rand (IR),10/19,D,buy,36.6,2020-10-19,IR
Lemonade (LMND),10/19,D,negative,58.95,2020-10-19,LMND
Albireo Pharma (ALBO),10/19,L,positive,34.31,2020-10-19,ALBO
Bruker (BRKR),10/19,L,negative,41.89,2020-10-19,BRKR
Caterpillar (CAT),10/19,D,positive,167.53,2020-10-19,CAT
Cloudera (CLDR),10/19,L,sell,10.4,2020-10-19,CLDR
Salesforce.com (CRM),10/19,L,buy,255.01,2020-10-19,CRM
CrowdStrike (CRWD),10/19,D,buy,144.66,2020-10-19,CRWD
Amwell (AMWL),10/19,D,negative,34.88,2020-10-19,AMWL
Deere & Company (DE),10/19,D,positive,238.17,2020-10-19,DE
Danaher (DHR),10/19,L,buy,223.83,2020-10-19,DHR
Emerson Electric (EMR),10/19,D,positive,69.96,2020-10-19,EMR
Shift4 Payments (FOUR),10/19,F,negative,57.76,2020-10-19,FOUR
Barrick Gold (GOLD),10/19,L,buy,27.02,2020-10-19,GOLD
DataDog (DDOG),10/19,D,buy,111.66,2020-10-19,DDOG
GrowGeneration (GRWG),10/20,D,positive,18.0,2020-10-20,GRWG
Barrick Gold (GOLD),10/20,L,buy,27.07,2020-10-20,GOLD
Generac Holdings (GNRC),10/20,D,buy,211.87,2020-10-20,GNRC
First Solar (FSLR),10/20,D,buy,84.3,2020-10-20,FSLR
Emerson Electric (EMR),10/20,D,buy,70.0,2020-10-20,EMR
Colgate-Palmolive (CL),10/20,D,positive,79.83,2020-10-20,CL
Canopy Growth (CGC),10/20,D,positive,18.88,2020-10-20,CGC
Caterpillar (CAT),10/20,D,buy,168.99,2020-10-20,CAT
Apple (AAPL),10/20,D,buy,117.51,2020-10-20,AAPL
Innovative Industrial Pro (IIPR),10/20,D,positive,128.66,2020-10-20,IIPR
Vulcan Materials (VMC),10/20,D,negative,145.45,2020-10-20,VMC
Clorox (CLX),10/20,D,negative,210.61,2020-10-20,CLX
Lithium Americas (LAC),10/20,L,sell,12.52,2020-10-20,LAC
FireEye (FEYE),10/20,L,negative,14.0,2020-10-20,FEYE
Logitech International (LOGI),10/20,I,buy,92.64,2020-10-20,LOGI
L Brands (LB),10/20,F,buy,33.06,2020-10-20,LB
Velodyne Lidar (VLDR),10/20,L,sell,14.39,2020-10-20,VLDR
Tesla (TSLA),10/20,D,buy,421.94,2020-10-20,TSLA
TG Therapeutics (TGTX),10/20,L,buy,28.66,2020-10-20,TGTX
Sinclair Broadcast Group (SBGI),10/20,L,negative,18.99,2020-10-20,SBGI
Procter & Gamble (PG),10/20,D,positive,142.48,2020-10-20,PG
Starbucks (SBUX),10/20,D,buy,88.51,2020-10-20,SBUX
Annaly Capital (NLY),10/20,L,sell,7.18,2020-10-20,NLY
Nike (NKE),10/20,D,buy,128.49,2020-10-20,NKE
3M (MMM),10/20,D,buy,170.95,2020-10-20,MMM
Martin Marietta Materials (MLM),10/20,D,negative,257.09,2020-10-20,MLM
Livent (LTHM),10/20,L,sell,10.39,2020-10-20,LTHM
Palo Alto Networks (PANW),10/20,L,buy,239.28,2020-10-20,PANW
Home Depot (HD),10/21,D,buy,284.51,2020-10-21,HD
Lockheed Martin (LMT),10/21,L,buy,367.14,2020-10-21,LMT
L3Harris Technologies (LHX),10/21,L,positive,169.81,2020-10-21,LHX
Lithia Motors (LAD),10/21,I,buy,260.09,2020-10-21,LAD
GoPro (GPRO),10/21,D,sell,6.55,2020-10-21,GPRO
Boeing (BA),10/21,L,buy,163.86,2020-10-21,BA
Etsy (ETSY),10/21,D,buy,133.01,2020-10-21,ETSY
DraftKings (DKNG),10/21,L,buy,41.5,2020-10-21,DKNG
CVS Health (CVS),10/21,L,positive,59.23,2020-10-21,CVS
Costco (COST),10/21,D,buy,377.82,2020-10-21,COST
Lowe's (LOW),10/21,D,buy,174.5,2020-10-21,LOW
Facebook (FB),10/21,D,buy,278.73,2020-10-21,FB
Manpower (MAN),10/21,L,buy,71.24,2020-10-21,MAN
PayPal (PYPL),10/21,D,buy,213.07,2020-10-21,PYPL
MGP Ingredients (MGPI),10/21,L,buy,41.2,2020-10-21,MGPI
Penn National Gaming (PENN),10/21,L,buy,63.13,2020-10-21,PENN
Pinterest (PINS),10/21,D,buy,49.38,2020-10-21,PINS
PPG Industries (PPG),10/21,D,buy,134.03,2020-10-21,PPG
Pioneer Natural Resources (PXD),10/21,I,buy,78.44,2020-10-21,PXD
Sherwin-Williams (SHW),10/21,D,buy,674.07,2020-10-21,SHW
Snap (SNAP),10/21,D,buy,36.5,2020-10-21,SNAP
Spartan Energy Acquisitio (SPAQ),10/21,I,buy,12.27,2020-10-21,SPAQ
Trex (TREX),10/21,D,buy,74.68,2020-10-21,TREX
Tesla (TSLA),10/21,D,buy,422.64,2020-10-21,TSLA
Walgreens Boots Alliance (WBA),10/21,L,positive,37.39,2020-10-21,WBA
WD-40 (WDFC),10/21,D,buy,234.61,2020-10-21,WDFC
Azek Company (AZEK),10/21,D,buy,37.27,2020-10-21,AZEK
Masco (MAS),10/21,D,buy,56.11,2020-10-21,MAS
Adobe Systems (ADBE),10/21,D,buy,495.96,2020-10-21,ADBE
Yeti Holdings (YETI),10/21,L,buy,51.29,2020-10-21,YETI
Apple (AAPL),10/21,D,buy,116.87,2020-10-21,AAPL
Corsair Gaming (CRSR),10/22,L,buy,24.02,2020-10-22,CRSR
Marvell Technology (MRVL),10/22,L,buy,41.04,2020-10-22,MRVL
Nucor (NUE),10/22,I,buy,49.9,2020-10-22,NUE
NVIDIA (NVDA),10/22,D,buy,534.44,2020-10-22,NVDA
NXP Semiconductors (NXPI),10/22,D,buy,134.89,2020-10-22,NXPI
Pfizer (PFE),10/22,L,negative,37.43,2020-10-22,PFE
Revlon Inc (REV),10/22,L,sell,5.35,2020-10-22,REV
Royalty Pharma (RPRX),10/22,L,negative,39.21,2020-10-22,RPRX
Sonic Automotive (SAH),10/22,D,buy,40.52,2020-10-22,SAH
Tesla (TSLA),10/22,F,buy,425.79,2020-10-22,TSLA
Union Pacific (UNP),10/22,L,positive,187.14,2020-10-22,UNP
Ford Motor (F),10/22,D,buy,8.21,2020-10-22,F
Estee Lauder (EL),10/22,L,buy,232.62,2020-10-22,EL
Canadian Solar (CSIQ),10/22,L,positive,39.9,2020-10-22,CSIQ
Kensington Capital Acquis (KCAC),10/22,F,buy,13.75,2020-10-22,KCAC
Bristol-Myers Squibb (BMY),10/22,L,buy,60.76,2020-10-22,BMY
Axalta Coating Systems (AXTA),10/22,D,buy,26.68,2020-10-22,AXTA
Adient (ADNT),10/22,D,buy,23.58,2020-10-22,ADNT
Lithia Motors (LAD),10/22,D,buy,250.15,2020-10-22,LAD
Merck (MRK),10/23,D,buy,79.83,2020-10-23,MRK
Apple (AAPL),10/23,D,buy,115.04,2020-10-23,AAPL
Albertsons (ACI),10/23,L,negative,14.83,2020-10-23,ACI
Boeing (BA),10/23,D,buy,167.36,2020-10-23,BA
Caterpillar (CAT),10/23,D,positive,168.59,2020-10-23,CAT
Crown Castle (CCI),10/23,L,buy,158.47,2020-10-23,CCI
Chevron (CVX),10/23,D,positive,72.57,2020-10-23,CVX
DataDog (DDOG),10/23,D,buy,102.08,2020-10-23,DDOG
Etsy (ETSY),10/23,D,buy,137.85,2020-10-23,ETSY
Facebook (FB),10/23,D,buy,284.79,2020-10-23,FB
Fastly (FSLY),10/23,D,buy,76.35,2020-10-23,FSLY
Mattel (MAT),10/23,I,buy,14.16,2020-10-23,MAT
Microsoft (MSFT),10/23,D,buy,216.23,2020-10-23,MSFT
Morgan Stanley (MS),10/23,D,buy,51.87,2020-10-23,MS
Pinterest (PINS),10/23,D,buy,53.0,2020-10-23,PINS
Peloton (PTON),10/23,D,buy,122.53,2020-10-23,PTON
Square (SQ),10/23,D,buy,176.77,2020-10-23,SQ
Sempra Energy (SRE),10/23,D,buy,133.86,2020-10-23,SRE
StoneCo (STNE),10/23,L,buy,59.0,2020-10-23,STNE
Stanley Black & Decker (SWK),10/23,D,buy,178.01,2020-10-23,SWK
The Trade Desk (TTD),10/23,D,buy,619.91,2020-10-23,TTD
Teladoc (TDOC),10/23,D,buy,216.32,2020-10-23,TDOC
Exxon Mobil (XOM),10/23,D,negative,34.16,2020-10-23,XOM
Zoom Video Communications (ZM),10/23,D,buy,511.52,2020-10-23,ZM
Pfizer (PFE),10/23,D,positive,38.18,2020-10-23,PFE
Otis Worldwide (OTIS),10/23,D,positive,63.45,2020-10-23,OTIS
NXP Semiconductors (NXPI),10/23,D,positive,137.18,2020-10-23,NXPI
Nautilus (NLS),10/23,L,positive,26.39,2020-10-23,NLS
Cloudflare (NET),10/23,D,buy,55.82,2020-10-23,NET
Twilio (TWLO),10/23,D,positive,306.1,2020-10-23,TWLO
Apple (AAPL),10/26,D,buy,115.05,2020-10-26,AAPL
American Airlines (AAL),10/26,L,negative,11.8,2020-10-26,AAL
American Electric Power (AEP),10/26,I,buy,93.59,2020-10-26,AEP
Huya (HUYA),10/26,L,sell,21.4,2020-10-26,HUYA
Focus Financial Partners (FOCS),10/26,L,negative,38.24,2020-10-26,FOCS
Gap (GPS),10/26,D,buy,20.6,2020-10-26,GPS
JD.com (JD),10/26,L,buy,81.41,2020-10-26,JD
Kontoor Brands (KTB),10/26,D,buy,31.96,2020-10-26,KTB
Landcadia Holdings (LCA),10/26,L,buy,11.79,2020-10-26,LCA
Levi's (LEVI),10/26,D,buy,16.27,2020-10-26,LEVI
Lululemon Athletica (LULU),10/26,D,buy,331.6,2020-10-26,LULU
Southwest Airlines (LUV),10/26,L,buy,41.1,2020-10-26,LUV
Morgan Stanley (MS),10/26,L,buy,50.32,2020-10-26,MS
Plug Power (PLUG),10/26,I,buy,14.46,2020-10-26,PLUG
Lordstown Motors (RIDEW),10/26,L,positive,7.16,2020-10-26,RIDEW
Raytheon Technologies (RTX),10/26,L,positive,60.81,2020-10-26,RTX
SAP AG (SAP),10/26,D,negative,115.02,2020-10-26,SAP
Alibaba (BABA),10/26,L,buy,306.87,2020-10-26,BABA
Nordstrom (JWN),10/26,L,positive,13.24,2020-10-26,JWN
West Pharmaceutical Servi (WST),10/27,L,sell,286.07,2020-10-27,WST
Apple (AAPL),10/27,D,buy,116.6,2020-10-27,AAPL
Slack (WORK),10/27,L,positive,27.93,2020-10-27,WORK
United Micro Electronics (UMC),10/27,L,buy,5.74,2020-10-27,UMC
Taiwan Semiconductor (TSM),10/27,L,buy,86.71,2020-10-27,TSM
Raytheon Technologies (RTX),10/27,I,buy,56.53,2020-10-27,RTX
Palantir Technologies (PLTR),10/27,L,buy,10.95,2020-10-27,PLTR
Procter & Gamble (PG),10/27,L,buy,142.36,2020-10-27,PG
Netflix (NFLX),10/27,D,positive,488.93,2020-10-27,NFLX
Microsoft (MSFT),10/27,D,buy,213.25,2020-10-27,MSFT
Plug Power (PLUG),10/27,F,buy,14.79,2020-10-27,PLUG
Harley Davidson (HOG),10/27,D,positive,35.4,2020-10-27,HOG
Gilead Sciences (GILD),10/27,L,sell,60.01,2020-10-27,GILD
Facebook (FB),10/27,D,buy,283.29,2020-10-27,FB
Exact Sciences (EXAS),10/27,D,buy,131.12,2020-10-27,EXAS
Centene (CNC),10/27,I,buy,64.14,2020-10-27,CNC
Advanced Micro Devices (AMD),10/27,D,buy,78.88,2020-10-27,AMD
ADT (ADT),10/27,L,sell,7.16,2020-10-27,ADT
Kimberly-Clark (KMB),10/27,L,negative,134.76,2020-10-27,KMB
Microsoft (MSFT),10/28,D,buy,202.68,2020-10-28,MSFT
Niu Technologies (NIU),10/28,L,negative,27.34,2020-10-28,NIU
Procter & Gamble (PG),10/28,D,buy,137.66,2020-10-28,PG
Pinterest (PINS),10/28,D,positive,49.25,2020-10-28,PINS
Tesla (TSLA),10/28,D,buy,406.02,2020-10-28,TSLA
Quidel (QDEL),10/28,L,buy,263.79,2020-10-28,QDEL
Thermo Fisher Scientific (TMO),10/28,L,buy,476.71,2020-10-28,TMO
United Parcel Service (UPS),10/28,I,buy,155.78,2020-10-28,UPS
Qualcomm (QCOM),10/28,D,buy,121.58,2020-10-28,QCOM
Masco (MAS),10/28,D,buy,53.77,2020-10-28,MAS
Lithia Motors (LAD),10/28,D,buy,233.49,2020-10-28,LAD
L Brands (LB),10/28,D,buy,32.27,2020-10-28,LB
JD.com (JD),10/28,L,buy,80.08,2020-10-28,JD
Home Depot (HD),10/28,D,buy,269.72,2020-10-28,HD
Ford Motor (F),10/28,D,buy,7.7,2020-10-28,F
Dexcom (DXCM),10/28,L,buy,349.12,2020-10-28,DXCM
Clorox (CLX),10/28,D,buy,209.88,2020-10-28,CLX
Bed Bath & Beyond (BBBY),10/28,I,buy,21.1,2020-10-28,BBBY
Alibaba (BABA),10/28,L,buy,307.94,2020-10-28,BABA
